Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";;"Punten woonruimte";Verzoeker
101883;"Nieuw Heiligland";1;;RD;2011EM;HAARLEM;"Nieuw Heiligland 1 RD, 2011EM HAARLEM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";14-03-22;Zelfstandig;651,70;;;;;;;;;;;;;Huurder
101773;Wervershoofstraat;29;;;1023XG;AMSTERDAM;"Wervershoofstraat 29, 1023XG AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-02-22;Zelfstandig;528,35;211,34;;;;;;;;;211,34;;;Huurder
100688;Voltaplein;57;;;1098NP;AMSTERDAM;"Voltaplein 57, 1098NP AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-02-22;Zelfstandig;542,90;;;;;;;;;;217,16;;;Huurder
96532;Amsterdamsestraatweg;112;;;3513AL;UTRECHT;"Amsterdamsestraatweg 112, 3513AL UTRECHT";"KM 1 VZ";"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";15-02-22;Onzelfstandig;250,00;225,00;;;;;;;;;225,00;;;Huurder
96480;Asterstraat;35;;B;3551SW;UTRECHT;"Asterstraat 35 B, 3551SW UTRECHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";14-03-22;Zelfstandig;550,00;;;;;;;;;;440,00;;;Huurder
102442;Fenikshof;95;;;6541RW;NIJMEGEN;"Fenikshof 95, 6541RW NIJMEGEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";Huurbevriezing;"De verzoeker wordt in het gelijk gesteld";08-03-22;Zelfstandig;581,43;;;;;;;;;;581,43;;;Huurder
102541;Heemskerkstraat;24;;"B 2";3038VG;ROTTERDAM;"Heemskerkstraat 24 B 2, 3038VG ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-03-22;Zelfstandig;557,33;;;;;;;;;;334,40;;;Huurder
102686;Vincentiusstraat;29;;;5038SR;TILBURG;"Vincentiusstraat 29, 5038SR TILBURG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";14-02-22;Zelfstandig;664,36;;;;;;;;;;;;;Huurder
103807;Irislaan;40;;B;9713RK;GRONINGEN;"Irislaan 40 B, 9713RK GRONINGEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-03-22;Zelfstandig;;;;;;;;;;;;;;Huurder
103612;Talmastraat;68;;A;3038ST;ROTTERDAM;"Talmastraat 68 A, 3038ST ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";14-03-22;Zelfstandig;622,23;;;;;;;;;;;;;Huurder
105895;"K. de Vriezestraat";64;;;9741AH;GRONINGEN;"K. de Vriezestraat 64, 9741AH GRONINGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";08-03-22;Zelfstandig;1.050,00;478,41;;;;;;;;;;;269;Huurder
105463;"Van der Sluysstraat";542;;;3033SV;ROTTERDAM;"Van der Sluysstraat 542, 3033SV ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-03-22;Zelfstandig;657,00;;;;;;;;;;197,10;;;Huurder
114783;"Laan van Meerdervoort";450;;A;2563BG;"DEN HAAG";"Laan van Meerdervoort 450 A, 2563BG DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";08-03-22;Zelfstandig;720,00;;;;;;;;;;;;;Huurder
109397;Puntegaalstraat;475;;;3024EB;ROTTERDAM;"Puntegaalstraat 475, 3024EB ROTTERDAM";;"Voorschot nutsvoorzieningen (art. 7:261 BW)";"Voorschot nutsvoorzieningen lager dan overeengekomen";"De verzoeker wordt in het gelijk gesteld";25-02-22;Zelfstandig;;;57,76;57,00;;;;;;;;;;Huurder
107216;Stenghof;26;;;1034NM;AMSTERDAM;"Stenghof 26, 1034NM AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-02-22;Zelfstandig;628,53;;;;;;;;;;;;;Huurder
118654;"Jan Palachkade ";75;;;2552NH;"DEN HAAG";"Jan Palachkade 75, 2552NH DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";08-03-22;Zelfstandig;;;;;;;;;;;;;;Huurder
116708;Calandkade;20;;F;2521AA;"DEN HAAG";"Calandkade 20 F, 2521AA DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";04-03-22;Zelfstandig;654,00;;;;;;;;;;523,20;;;Huurder
119397;Renbaanstraat;53;;;2586EX;"DEN HAAG";"Renbaanstraat 53, 2586EX DEN HAAG";-;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";09-02-22;Onzelfstandig;586,00;234,40;;;;;;;;;234,40;;;Huurder
119391;Renbaanstraat;53;;;2586EX;"DEN HAAG";"Renbaanstraat 53, 2586EX DEN HAAG";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";09-02-22;Onzelfstandig;586,00;419,24;;;;;;;;;;;204;Huurder
122104;Grensweg;11;;;6028RR;GASTEL;"Grensweg 11, 6028RR GASTEL";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";08-03-22;Zelfstandig;;;;;;;;;;;;;;Huurder
121168;Donjon;67;;;4131XE;VIJFHEERENLANDEN;"Donjon 67, 4131XE VIJFHEERENLANDEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-03-22;Zelfstandig;596,43;;;;;;;;;;477,17;;;Huurder
122561;Knuttelstraat;44;;;2613XX;DELFT;"Knuttelstraat 44, 2613XX DELFT";;"Voorschot nutsvoorzieningen (art. 7:261 BW)";"Voorschot nutsvoorzieningen lager dan overeengekomen";"De verzoeker wordt in het gelijk gesteld";25-02-22;Zelfstandig;;;138,00;11,00;;;;;;;;;;Huurder
123031;Walstraat;5;;B;9711VP;GRONINGEN;"Walstraat 5 B, 9711VP GRONINGEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-02-22;Zelfstandig;413,17;247,90;;;;;;;;;247,90;;;Huurder
126241;Molukkenstraat;62;;"APP 5";9715NW;GRONINGEN;"Molukkenstraat 62 APP 5, 9715NW GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";18-02-22;Zelfstandig;;;;;;202,36;;347,82;;;;;;Huurder
134743;Willemstraat;94;;;2713AH;ZOETERMEER;"Willemstraat 94, 2713AH ZOETERMEER";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";08-03-22;Zelfstandig;623,22;;;;;;;;;;;;;Huurder
127049;"Professor Kamerlingh Onneslaan";159;;A;3112VG;SCHIEDAM;"Professor Kamerlingh Onneslaan 159 A, 3112VG SCHIEDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";14-03-22;Zelfstandig;813,00;447,15;;;;;;;;;178,00;;;Huurder
347243;Rembrandtplein;13;;;9601XE;HOOGEZAND;"Rembrandtplein 13, 9601XE HOOGEZAND";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";04-02-22;Zelfstandig;479,91;;;;;;;;;;287,95;;;Huurder
347207;Ingogostraat;6;;3;1092HZ;AMSTERDAM;"Ingogostraat 6 3, 1092HZ AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";04-02-22;Zelfstandig;485,72;;;;;;;;;;;;;Huurder
346506;Nolensstraat;8;;;9602XV;HOOGEZAND;"Nolensstraat 8, 9602XV HOOGEZAND";;"Energieprestatievergoeding (art. 7:261a BW)";Intrekking;"De wederpartij wordt in het gelijk gesteld";04-02-22;Zelfstandig;;;339,63;339,63;;;;;;;;;;Huurder
336455;"Hyadenpad ";20;;;9742XK;GRONINGEN;"Hyadenpad 20, 9742XK GRONINGEN";;"Energieprestatievergoeding (art. 7:261a BW)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";04-02-22;Zelfstandig;;;1.311,74;505,76;;;;;;;;;;Huurder
137846;Fokkerhof;89;;;5025DR;TILBURG;"Fokkerhof 89, 5025DR TILBURG";;"Voorschot nutsvoorzieningen (art. 7:261 BW)";"Voorschot nutsvoorzieningen niet lager dan overeengekomen";"De wederpartij wordt in het gelijk gesteld";25-02-22;Zelfstandig;;;70,00;70,00;;;;;;;;;;Huurder
145364;"Lange Achterweg";94;;;3111JK;SCHIEDAM;"Lange Achterweg 94, 3111JK SCHIEDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";Gegrond;"De verzoeker wordt in het gelijk gesteld";25-02-22;Zelfstandig;416,34;;;;;;;;;;;;;Huurder
151678;Cantheelen;2;;02;5431MC;CUIJK;"Cantheelen 2 02, 5431MC CUIJK";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";23-03-22;Zelfstandig;587,05;;;;;;;;;;469,64;;;Huurder
153584;Amsterdamsestraatweg;160;;;3551CM;UTRECHT;"Amsterdamsestraatweg 160, 3551CM UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";22-03-22;Zelfstandig;800,00;316,66;;;;;;;;;;;65;Huurder
157773;Duinweg;31;;C;2585JV;"DEN HAAG";"Duinweg 31 C, 2585JV DEN HAAG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";21-02-22;Zelfstandig;;;;;;;;;;;;;;Huurder
161049;"Graan voor Visch";1385;;;2132VR;HOOFDDORP;"Graan voor Visch 1385, 2132VR HOOFDDORP";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";15-03-22;Zelfstandig;;;;;2.232,82;2.232,82;;;;;;;;Huurder
168432;Duinweg;31;;C;2585JV;"DEN HAAG";"Duinweg 31 C, 2585JV DEN HAAG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";21-02-22;Zelfstandig;;;;;;;;;;;;;;Huurder
170942;Molukkenstraat;62;;"APP BG AZ";9715NW;GRONINGEN;"Molukkenstraat 62 APP BG AZ, 9715NW GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";18-02-22;Zelfstandig;;;;;;692,14;;934,66;;;;;;Huurder
391265;Wamelstraat;92;;;1106DM;AMSTERDAM;"Wamelstraat 92, 1106DM AMSTERDAM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";04-02-22;Zelfstandig;700,00;525,16;;;;;;;;;;;107;Huurder
347243;Rembrandtplein;13;;;9601XE;HOOGEZAND;"Rembrandtplein 13, 9601XE HOOGEZAND";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";04-02-22;Zelfstandig;479,91;;;;;;;;;;287,95;;;Huurder
183382;"TWEEDE ZIJWEG 31";31;;;3641PK;MIJDRECHT;"TWEEDE ZIJWEG 31 31, 3641PK MIJDRECHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";11-03-22;Zelfstandig;450,00;;;;;;;;;;;;;Huurder
178036;"Molukkenstraat ";62;;"APP 5";9715NW;GRONINGEN;"Molukkenstraat 62 APP 5, 9715NW GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";18-02-22;Zelfstandig;;;;;;1.157,32;;;;;;;;Huurder
171233;"De Paasweide";72;;"Flat 301";9901EZ;APPINGEDAM;"De Paasweide 72 Flat 301, 9901EZ APPINGEDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";Gegrond;"De wederpartij wordt in het gelijk gesteld";25-02-22;Zelfstandig;;;;;1.675,74;1.589,46;;;;;;;;Huurder
186953;"Oudeweg ";7;;E;9711TJ;GRONINGEN;"Oudeweg 7 E, 9711TJ GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";25-02-22;Zelfstandig;;;;;1.835,52;1.608,73;;;;;;;;Huurder
194524;Schieweg;88;;C-2;3038BB;ROTTERDAM;"Schieweg 88 C-2, 3038BB ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";11-03-22;Zelfstandig;667,14;466,99;;;;;;;;;466,99;;;Huurder
196800;Hygiëaplein;32;;H;1076RV;AMSTERDAM;"Hygiëaplein 32 H, 1076RV AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-03-22;Zelfstandig;660,80;198,24;;;;;;;;;198,24;;;Huurder
196398;"Elizabeth Cady Stantonplein";242;;;1102BL;AMSTERDAM;"Elizabeth Cady Stantonplein 242, 1102BL AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";22-03-22;Zelfstandig;;;;;2.413,98;347,19;;;;;;;;Huurder
202544;Hoofdstraat;29;;a;9601EA;HOOGEZAND;"Hoofdstraat 29 a, 9601EA HOOGEZAND";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";09-03-22;Zelfstandig;675,00;;;;;;;;;;202,50;;;Huurder
199689;"Anne Franklaan";291;;;1403HP;BUSSUM;"Anne Franklaan 291, 1403HP BUSSUM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";01-03-22;Zelfstandig;;;;;2.213,08;2.213,08;;;;;;;;Huurder
197525;"Korte Prinsengracht";22;;A;1013GS;AMSTERDAM;"Korte Prinsengracht 22 A, 1013GS AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-03-22;Zelfstandig;874,64;;;;;;;;;;699,63;;;Huurder
64088;Visserseinde;12;;A;2063JD;SPAARNDAM;"Visserseinde 12 A, 2063JD SPAARNDAM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";03-02-22;Zelfstandig;695,00;604,04;;;;;;;;;;;122;Huurder
83479;Borgerstraat;233;;;1053PM;AMSTERDAM;"Borgerstraat 233, 1053PM AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";11-03-22;Zelfstandig;288,90;288,90;;;;;;;;;;;;Huurder
82454;"Maria Austriastraat ";995;;;1087JB;AMSTERDAM;"Maria Austriastraat 995, 1087JB AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-03-22;Zelfstandig;579,39;579,39;;;;;;;;;;;;Huurder
204228;"Nieuwe Huizen";51;;;4811TL;BREDA;"Nieuwe Huizen 51, 4811TL BREDA";"Kamer B, begane grond";"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-03-22;Onzelfstandig;288,00;;;;;;;;;;115,20;;;Huurder
204840;"Pieter Maritzstraat";2;;;2021RB;HAARLEM;"Pieter Maritzstraat 2, 2021RB HAARLEM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";01-03-22;Zelfstandig;568,09;227,24;;;;;;;;;;;;Huurder
205147;Biezeveld;66;;;3085RE;ROTTERDAM;"Biezeveld 66, 3085RE ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Niet gegrond";"De verzoeker wordt in het gelijk gesteld";28-02-22;Zelfstandig;;;;;;;;;;;;;;Huurder
205424;"Nieuwe Huizen";51;;;4811TL;BREDA;"Nieuwe Huizen 51, 4811TL BREDA";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";08-03-22;Zelfstandig;695,00;;;;;;;;;;278,00;;;Huurder
207103;"Graan voor Visch";1385;;;2132VR;HOOFDDORP;"Graan voor Visch 1385, 2132VR HOOFDDORP";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";15-03-22;Zelfstandig;;;;;2.871,17;2.540,25;;;;;;;;Huurder
207232;Toutenburgh;97;;;8303CZ;EMMELOORD;"Toutenburgh 97, 8303CZ EMMELOORD";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";22-02-22;Zelfstandig;;;;;1.425,26;1.403,19;;;;;;;;Huurder
73390;Duivenstraat;19;;linkerdeel;6261NV;MHEER;"Duivenstraat 19 linkerdeel, 6261NV MHEER";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";28-01-22;Zelfstandig;950,00;950,00;;;;;;;;;;;;Huurder
73390;Duivenstraat;19;;linkerdeel;6261NV;MHEER;"Duivenstraat 19 linkerdeel, 6261NV MHEER";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";28-01-22;Zelfstandig;950,00;950,00;;;;;;;;;;;;Huurder
87348;"Van Verschuer Brantslaan";7;;;2121EZ;BENNEBROEK;"Van Verschuer Brantslaan 7, 2121EZ BENNEBROEK";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-01-22;Zelfstandig;399,83;;;;;;;;;;159,93;;;Huurder
207233;Toutenburgh;94;;;8303CZ;EMMELOORD;"Toutenburgh 94, 8303CZ EMMELOORD";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";22-02-22;Zelfstandig;;;;;1.425,26;1.403,19;;;;;;;;Huurder
94021;Sumatrakade;701;;;1019PV;AMSTERDAM;"Sumatrakade 701, 1019PV AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";Gegrond;"De verzoeker wordt in het gelijk gesteld";27-01-22;Zelfstandig;620,38;;;;;;;;;;248,15;;;Huurder
91352;"Jacob Obrechtstraat";61;;;3816PG;AMERSFOORT;"Jacob Obrechtstraat 61, 3816PG AMERSFOORT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";27-01-22;Zelfstandig;402,96;;;;;;;;;;161,18;;;Huurder
90240;"Ulvenhoutselaan ";127;;;4834ME;BREDA;"Ulvenhoutselaan 127, 4834ME BREDA";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Niet gegrond";"De wederpartij wordt in het gelijk gesteld";27-01-22;Zelfstandig;585,00;;;;;;;;;;;;;Huurder
207849;Toutenburgh;90;;;8303CX;EMMELOORD;"Toutenburgh 90, 8303CX EMMELOORD";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";22-02-22;Zelfstandig;;;;;1.425,26;1.403,19;;;;;;;;Huurder
207844;Toutenburgh;17;;;8303CP;EMMELOORD;"Toutenburgh 17, 8303CP EMMELOORD";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";22-02-22;Zelfstandig;;;;;1.425,26;1.403,19;;;;;;;;Huurder
211767;"J.C. Kapteynlaan";47;;B;9714CN;GRONINGEN;"J.C. Kapteynlaan 47 B, 9714CN GRONINGEN";4;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";01-03-22;Onzelfstandig;;;;;;;;;;;;;;Huurder
210963;"Anne Franklaan";291;;;1403HP;BUSSUM;"Anne Franklaan 291, 1403HP BUSSUM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";01-03-22;Zelfstandig;;;;;1.671,30;1.671,30;;;;;;;;Huurder
94556;Schouwburgring;130;;;5038TL;TILBURG;"Schouwburgring 130, 5038TL TILBURG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";27-01-22;Zelfstandig;752,50;;;;;;;;;;;;;Huurder
