Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";;"Punten woonruimte";Verzoeker
10797;Vierwindenstraat;3;;;1013LA;AMSTERDAM;"Vierwindenstraat 3, 1013LA AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";28-12-18;Zelfstandig;;;;;0;0;;;;;;;;Huurder
7899;"Nieuwe Gracht";56;;D;2011NH;HAARLEM;"Nieuwe Gracht 56 D, 2011NH HAARLEM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";28-12-18;Zelfstandig;;;;;1980,57;1980,57;;;;;;;;Huurder
12096;"Dr. H. Colijnstraat";428;;;1067CP;AMSTERDAM;"Dr. H. Colijnstraat 428, 1067CP AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";28-12-18;Zelfstandig;;;;;760,14;676,14;;;;;;;;Huurder
12448;"Van Breestraat";103;;2;1071ZJ;AMSTERDAM;"Van Breestraat 103 2, 1071ZJ AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";28-12-18;Zelfstandig;688,98;413,39;;;;;;;;;;;;Huurder
13359;"Jan Eijdenbergstraat";12;;;1505AS;ZAANDAM;"Jan Eijdenbergstraat 12, 1505AS ZAANDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";28-12-18;Zelfstandig;526,05;526,05;;;;;;;;;;;;Huurder
17961;Zuidwal;12;;;2512XR;"DEN HAAG";"Zuidwal 12, 2512XR DEN HAAG";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";28-12-18;Zelfstandig;670,67;488,24;;;;;;;;;;;;Huurder
980;"jj hamelinkstraat";145;;hs;2033LL;HAARLEM;"jj hamelinkstraat 145 hs, 2033LL HAARLEM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";27-12-18;Zelfstandig;371,64;371,64;;;;;;;;;;;;Huurder
1610;'s-Gravendijkwal;18;;B;3014EB;ROTTERDAM;"'s-Gravendijkwal 18 B, 3014EB ROTTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";24-12-18;Onzelfstandig;;;;;514,86;138,67;;;;;;;;Huurder
2956;Rozenlaan;37;;A;3051LK;ROTTERDAM;"Rozenlaan 37 A, 3051LK ROTTERDAM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";24-12-18;Zelfstandig;732,94;694,23;;;;;;;;;;;;Huurder
5599;Rijsoordstraat;66;;"A 1";3081BX;ROTTERDAM;"Rijsoordstraat 66 A 1, 3081BX ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-12-18;Zelfstandig;456,19;456,19;;;;;;;;;;;;Huurder
5351;"Jan van Galenstraat";335;;;1061AZ;AMSTERDAM;"Jan van Galenstraat 335, 1061AZ AMSTERDAM";;"Splitsen all-in huurprijs (art. 7:258 BW)";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";24-12-18;Onzelfstandig;715;715;;;;;;;;;;;;Huurder
6221;Fideliolaan;252;;E;1183PT;AMSTELVEEN;"Fideliolaan 252 E, 1183PT AMSTELVEEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";24-12-18;Zelfstandig;;;;;1775,75;1775,75;;;;;;;;Huurder
5928;"Jacob Marisstraat";1;;;3262HJ;"OUD- BEIJERLAND";"Jacob Marisstraat 1, 3262HJ OUD- BEIJERLAND";;"Melding herstel van gebreken (art. 4.3 UHW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;423,25;0;;;;;;;;;;;;Verhuurder
9518;Driekant;237;;;2711HG;ZOETERMEER;"Driekant 237, 2711HG ZOETERMEER";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen inhoudelijke uitspraak";"De wederpartij wordt in het gelijk gesteld";24-12-18;Zelfstandig;850;714,97;;;;;;;;;;;;Huurder
10085;Schammenkamp;88;;;3085GT;ROTTERDAM;"Schammenkamp 88, 3085GT ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;544,98;544,98;;;;;;;;;;;;Huurder
10440;Achterom;37;;F;2511AG;"DEN HAAG";"Achterom 37 F, 2511AG DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-12-18;Onzelfstandig;531,95;159,59;;;;;;;;;;;;Huurder
10369;Rozenburgsestraat;12;;A;3114BS;SCHIEDAM;"Rozenburgsestraat 12 A, 3114BS SCHIEDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;596;357,6;;;;;;;;;;;;Huurder
10623;Beukelsweg;11;;C;3022GB;ROTTERDAM;"Beukelsweg 11 C, 3022GB ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;569,74;455,79;;;;;;;;;;;;Huurder
13306;Breedstraat;18;;A;3214AC;ZUIDLAND;"Breedstraat 18 A, 3214AC ZUIDLAND";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;470;423;;;;;;;;;;;;Huurder
14394;Dordtselaan;86;;B;3073GG;ROTTERDAM;"Dordtselaan 86 B, 3073GG ROTTERDAM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;550;388,27;;;;;;;;;;;;Huurder
14807;"Nieuwe Ebbingestraat";12;;A;9712NK;GRONINGEN;"Nieuwe Ebbingestraat 12 A, 9712NK GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;;;;;2340;949,71;;;;;;;;Huurder
14875;"Burgemeester P. Ph. Paulplantsoen";6;;;1151BR;"BROEK IN WATERLAND";"Burgemeester P. Ph. Paulplantsoen 6, 1151BR BROEK IN WATERLAND";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-12-18;Zelfstandig;214,45;214,45;;;;;;;;;;;;Huurder
15503;Zandvoortstraat;11;;;1024VS;AMSTERDAM;"Zandvoortstraat 11, 1024VS AMSTERDAM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-12-18;Onzelfstandig;1050;1050;;;;;;;;;;;;Huurder
15509;Zandvoortstraat;11;;;1024VS;AMSTERDAM;"Zandvoortstraat 11, 1024VS AMSTERDAM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";24-12-18;Onzelfstandig;1050;1050;;;;;;;;;;;;Huurder
17794;Oostmolenwerf;58;;;3011TL;ROTTERDAM;"Oostmolenwerf 58, 3011TL ROTTERDAM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";24-12-18;Onzelfstandig;404,42;378,89;;;;;;;;;;;;Huurder
17988;Lindenlaan;9;;;5616NL;EINDHOVEN;"Lindenlaan 9, 5616NL EINDHOVEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-12-18;Zelfstandig;545,6;545,6;;;;;;;;;;;;Huurder
18246;Putsestraat;44;;A-2E;3074ZN;ROTTERDAM;"Putsestraat 44 A-2E, 3074ZN ROTTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;;;;;144;0;;;;;;;;Huurder
18763;Botter;35;;2;8243KE;LELYSTAD;"Botter 35 2, 8243KE LELYSTAD";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-12-18;Zelfstandig;638;638;;;;;;;;;;;;Huurder
19075;Zaagmolenstraat;46;;;3035HC;ROTTERDAM;"Zaagmolenstraat 46, 3035HC ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-12-18;Zelfstandig;0;0;;;;;;;;;;;;Huurder
19333;"van Houtenstraat";17;;;3201WE;SPIJKENISSE;"van Houtenstraat 17, 3201WE SPIJKENISSE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;689,1;413,46;;;;;;;;;;;;Huurder
19728;Stadhuisplein;33;;;4531GZ;TERNEUZEN;"Stadhuisplein 33, 4531GZ TERNEUZEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;738,34;295,34;;;;;;;;;;;;Huurder
19887;"Van Breestraat";137;;B;1071ZL;AMSTERDAM;"Van Breestraat 137 B, 1071ZL AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;421,09;168,44;;;;;;;;;;;;Huurder
19735;Kloosterwei;234;;;2361XP;WARMOND;"Kloosterwei 234, 2361XP WARMOND";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";24-12-18;Zelfstandig;650;491,75;;;;;;;;;;;;Huurder
20436;Colensostraat;3;;RD-2hg;2021BA;HAARLEM;"Colensostraat 3 RD-2hg, 2021BA HAARLEM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;600;249,12;;;;;;;;;;;;Huurder
19949;"1e C Huygensstraat";52;;E;1054BR;AMSTERDAM;"1e C Huygensstraat 52 E, 1054BR AMSTERDAM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-12-18;Zelfstandig;535,99;535,99;;;;;;;;;;;;Huurder
20730;Trompsingel;15;;18;9724CX;GRONINGEN;"Trompsingel 15 18, 9724CX GRONINGEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;;;;;767,75;294,26;;;;;;;;Huurder
20827;Faassenplein;26;;;3123JN;SCHIEDAM;"Faassenplein 26, 3123JN SCHIEDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;768,41;461,05;;;;;;;;;;;;Huurder
23425;Vassystraat;19;;;4551HV;"SAS VAN GENT";"Vassystraat 19, 4551HV SAS VAN GENT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;497,94;398,35;;;;;;;;;;;;Huurder
23999;"derde leliedwarsstr";23;;;1015td;AMSTERDAM;"derde leliedwarsstr 23, 1015td AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;510,6;204,24;;;;;;;;;;;;Huurder
26020;Midswaard;32;;;1161BH;ZWANENBURG;"Midswaard 32, 1161BH ZWANENBURG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-12-18;Zelfstandig;713,31;713,31;;;;;;;;;;;;Huurder
26627;Westenwagenstraat;22;;;3011AS;ROTTERDAM;"Westenwagenstraat 22, 3011AS ROTTERDAM";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;660;373,18;;;;;;;;;;;;Huurder
26240;Dam;60;;;4331GL;MIDDELBURG;"Dam 60, 4331GL MIDDELBURG";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";24-12-18;Zelfstandig;668,2;559,4;;;;;;;;;;;;Huurder
27162;"Laan van Ouderzorg";239;;;2352HP;LEIDERDORP;"Laan van Ouderzorg 239, 2352HP LEIDERDORP";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De wederpartij wordt in het gelijk gesteld";24-12-18;Zelfstandig;729,9;730,22;;;;;;;;;;;;Huurder
29883;"Nieuwe Ebbingestraat";12;;"APP A";9712NK;GRONINGEN;"Nieuwe Ebbingestraat 12 APP A, 9712NK GRONINGEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";24-12-18;Zelfstandig;630;630;;;;;;;;;;;;Huurder
968;Isabellaland;1186;;;2591SZ;"DEN HAAG";"Isabellaland 1186, 2591SZ DEN HAAG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-12-18;Zelfstandig;;;;;828;611,77;;;;;;;;Huurder
1529;"Jan van Galenstraat";335;;"KM 2058";1061AZ;AMSTERDAM;"Jan van Galenstraat 335 KM 2058, 1061AZ AMSTERDAM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen inhoudelijke uitspraak";"Niet van toepassing";21-12-18;Onzelfstandig;715;715;;;;;;;;;;;;Huurder
1942;Stationsdwarsstraat;150;;;7311NW;APELDOORN;"Stationsdwarsstraat 150, 7311NW APELDOORN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-12-18;Zelfstandig;699,33;629,4;;;;;;;;;;;;Huurder
4776;Paleisring;30;;;5038WV;TILBURG;"Paleisring 30, 5038WV TILBURG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";21-12-18;Zelfstandig;;;;;682,61;682,16;;;;;;;;Huurder
4953;"Burg. Zaneveldstraat";446;;;3145RS;MAASSLUIS;"Burg. Zaneveldstraat 446, 3145RS MAASSLUIS";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";21-12-18;Zelfstandig;;;;;174,83;174,83;;;;;;;;Huurder
5633;Rijswijkstraat;175;;"K 10";1062EV;AMSTERDAM;"Rijswijkstraat 175 K 10, 1062EV AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";21-12-18;Zelfstandig;;;;;1880,84;1654,27;;;;;;;;Huurder
5991;Zwaluwstraat;266;;;3145NH;MAASSLUIS;"Zwaluwstraat 266, 3145NH MAASSLUIS";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";21-12-18;Zelfstandig;557,1;334,26;;;;;;;;;;;;Huurder
7288;Ravelrode;24;;;2717GD;ZOETERMEER;"Ravelrode 24, 2717GD ZOETERMEER";;"Melding herstel van gebreken (art. 4.3 UHW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";21-12-18;Zelfstandig;432,47;540,59;;;;;;;;;;;;Verhuurder
9112;Wallerstraat;6;;;2613ZS;DELFT;"Wallerstraat 6, 2613ZS DELFT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-12-18;Zelfstandig;757,83;757,83;;;;;;;;;;;;Huurder
9429;Parkweg;265;;;3119CH;SCHIEDAM;"Parkweg 265, 3119CH SCHIEDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De wederpartij wordt in het gelijk gesteld";21-12-18;Zelfstandig;;;;;1405,82;1287,42;;;;;;;;Huurder
9519;Hommellaan;2;;;5912KR;VENLO;"Hommellaan 2, 5912KR VENLO";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-12-18;Zelfstandig;508;508;;;;;;;;;;;;Huurder
9623;"Van Der Schellingstraat";5;;A;3033VK;ROTTERDAM;"Van Der Schellingstraat 5 A, 3033VK ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-12-18;Zelfstandig;513,69;513,69;;;;;;;;;;;;Huurder
10971;Zuidsingel;23;;;2312NK;LEIDEN;"Zuidsingel 23, 2312NK LEIDEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-12-18;Zelfstandig;630,65;630,65;;;;;;;;;;;;Huurder
13452;Emmerikseweg;61;;;7041AV;'S-HEERENBERG;"Emmerikseweg 61, 7041AV 'S-HEERENBERG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-12-18;Zelfstandig;598,12;598,12;;;;;;;;;;;;Huurder
14750;"Voormalige Stadstimmertuin";75;;;1018ET;AMSTERDAM;"Voormalige Stadstimmertuin 75, 1018ET AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-12-18;Zelfstandig;322,82;96,86;;;;;;;;;;;;Huurder
13517;"Justus van Effenstraat";34;;BIS;3511HM;UTRECHT;"Justus van Effenstraat 34 BIS, 3511HM UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";21-12-18;Onzelfstandig;800;800;;;;;;;;;;;;Huurder
17156;Acaciastraat;47;;;2565JV;"DEN HAAG";"Acaciastraat 47, 2565JV DEN HAAG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-12-18;Zelfstandig;495,14;297,08;;;;;;;;;;;;Huurder
16219;Dunantstraat;269;;;2713SK;ZOETERMEER;"Dunantstraat 269, 2713SK ZOETERMEER";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";21-12-18;Zelfstandig;;;;;1320,65;866,14;;;;;;;;Huurder
18124;Koestraat;166;;17;5014EG;TILBURG;"Koestraat 166 17, 5014EG TILBURG";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-12-18;Zelfstandig;;;;;857,62;301,4;;;;;;;;Huurder
18809;"Hoge Hagt";37;;;8162CA;EPE;"Hoge Hagt 37, 8162CA EPE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-12-18;Zelfstandig;330,41;330,41;;;;;;;;;;;;Huurder
18942;Zambesidreef;37;;;3564CA;UTRECHT;"Zambesidreef 37, 3564CA UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-12-18;Onzelfstandig;800;289,33;;;;;;;;;;;;Huurder
21487;"Het Kasteel";626;;;7325PW;APELDOORN;"Het Kasteel 626, 7325PW APELDOORN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";21-12-18;Zelfstandig;;;;;116,72;116,72;;;;;;;;Huurder
26899;"Justus van Effenstraat";34;;BIS;3511HM;UTRECHT;"Justus van Effenstraat 34 BIS, 3511HM UTRECHT";;"Splitsen all-in huurprijs (art. 7:258 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";21-12-18;Onzelfstandig;800;440;;;;200;;;;;;;;Huurder
26936;Taalstraat;67;;A;5261BB;VUGHT;"Taalstraat 67 A, 5261BB VUGHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";21-12-18;Zelfstandig;1000;550;;;;;;;;;;;;Huurder
2661;Salamander;122;;;1187BS;AMSTELVEEN;"Salamander 122, 1187BS AMSTELVEEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";20-12-18;Zelfstandig;;;;;265,38;265,38;;;;;;;;Huurder
27169;"Justus van Effenstraat";34;;BIS;3511HM;UTRECHT;"Justus van Effenstraat 34 BIS, 3511HM UTRECHT";;"Splitsen all-in huurprijs (art. 7:258 BW)";"Er is een all in prijs";"De verzoeker wordt in het gelijk gesteld";21-12-18;Onzelfstandig;800;440;;;;200;;;;;;;;Huurder
6379;"Katendrechtse Lagedijk";346;;;3083GN;ROTTERDAM;"Katendrechtse Lagedijk 346, 3083GN ROTTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";20-12-18;Zelfstandig;;;;;233,34;154,59;;;;;;;;Huurder
5734;Tidemanstraat;8;;B;3022SH;ROTTERDAM;"Tidemanstraat 8 B, 3022SH ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"Niet van toepassing";20-12-18;Zelfstandig;500;500;;;;;;;;;;;;Huurder
