Zaaknummer;Straat;Huisnummer;Huisletter;Toevoeging;Postcode;Plaats;Adres;Kamer;Wetsartikel;"Inhoud uitspraak";"Leges uitspraak";"Datum afdoening";"Type woonruimte";"Huurprijs voor uitspraak";"Huurprijs na uitspraak";"Voorschot sk voor uitspraak";"Voorschot sk na uitspraak";"Bet.verpl. sk voor uitspraak";"Bet.verpl. sk na uitspraak";"Bet.verpl. sk voor uitspraak Bk2";"Bet.verpl. sk na uitspraak Bk2";"Bet.verpl. sk voor uitspraak Bk3";"Bet.verpl. sk na uitspraak Bk3";"Tijdelijk verlaagde huurprijs";;"Punten woonruimte";Verzoeker
14124;Elzenhagensingel;495;;;495;AMSTERDAM;"Elzenhagensingel 495, 495 AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-01-19;Zelfstandig;646,4;646,4;;;;;;;;;;;;Huurder
14485;Prattenburg;275;;;2036SK;HAARLEM;"Prattenburg 275, 2036SK HAARLEM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";22-01-19;Zelfstandig;;;;;1965,44;1495,33;;;;;;;;Huurder
15746;Bijlmerplein;581;;;1102DT;AMSTERDAM;"Bijlmerplein 581, 1102DT AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";22-01-19;Zelfstandig;672,05;403,23;;;;;;;;;;;;Huurder
17174;"El Grecostraat";78;;;1328SP;ALMERE;"El Grecostraat 78, 1328SP ALMERE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-01-19;Zelfstandig;0;0;;;;;;;;;;;;Huurder
19864;"1E jan Steenstraat";3;;"3 hoog";1072NA;AMSTERDAM;"1E jan Steenstraat 3 3 hoog, 1072NA AMSTERDAM";;"Melding herstel van gebreken (art. 4.3 UHW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";22-01-19;Zelfstandig;171,51;571,69;;;;;;;;;;;;Verhuurder
19966;Boomstraat;32;;d;1015LC;AMSTERDAM;"Boomstraat 32 d, 1015LC AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";22-01-19;Zelfstandig;;;;;122,67;122,86;;;;;;;;Huurder
20131;Brinkmannpassage;108;;;2011NZ;HAARLEM;"Brinkmannpassage 108, 2011NZ HAARLEM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-01-19;Zelfstandig;565,08;565,08;;;;;;;;;;;;Huurder
20176;Jephtastraat;79;;6;1055JT;AMSTERDAM;"Jephtastraat 79 6, 1055JT AMSTERDAM";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";22-01-19;Onzelfstandig;500;500;;;;;;;;;;;;Huurder
20349;Admiralengracht;265;;3;1056DZ;AMSTERDAM;"Admiralengracht 265 3, 1056DZ AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-01-19;Zelfstandig;477,25;477,25;;;;;;;;;;;;Huurder
20487;Watergangseweg;9;;HS;1023VK;AMSTERDAM;"Watergangseweg 9 HS, 1023VK AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";22-01-19;Zelfstandig;;;;;68,3;61,17;;;;;;;;Huurder
21342;"Cornelis Anthoniszstraat";39;;1;1071VR;AMSTERDAM;"Cornelis Anthoniszstraat 39 1, 1071VR AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";22-01-19;Zelfstandig;692,33;692,33;;;;;;;;;;;;Huurder
21454;"Graaf Florisstraat";10;;4;1091TG;AMSTERDAM;"Graaf Florisstraat 10 4, 1091TG AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-01-19;Zelfstandig;;;;;0;718,36;;;;;;;;Huurder
21498;Watergangseweg;13;;1;1023VL;AMSTERDAM;"Watergangseweg 13 1, 1023VL AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";22-01-19;Zelfstandig;;;;;68,3;61,17;;;;;;;;Huurder
21510;Houtmankade;91;;;1013MT;AMSTERDAM;"Houtmankade 91, 1013MT AMSTERDAM";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";22-01-19;Zelfstandig;;;;;0;646,24;;;;;;;;Huurder
22956;Linnaeusstraat;28;;III;1092CK;AMSTERDAM;"Linnaeusstraat 28 III, 1092CK AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-01-19;Zelfstandig;650,42;390,52;;;;;;;;;;;;Huurder
28884;Floresplein;32;;;9715HL;GRONINGEN;"Floresplein 32, 9715HL GRONINGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Geen ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";22-01-19;Zelfstandig;895;533,47;;;;;;;;;;;;Huurder
8179;"Westbroekse Binnenweg";68;;C9;3612AJ;"TIENHOVEN UT";"Westbroekse Binnenweg 68 C9, 3612AJ TIENHOVEN UT";;"Splitsen all-in huurprijs (art. 7:258 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";21-01-19;"Woonwagen of woonwagenstandplaats";244,5;244,5;;;;;;;;;;;;Huurder
10984;"Johan de Wittstraat";86;;;2242LC;WASSENAAR;"Johan de Wittstraat 86, 2242LC WASSENAAR";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-01-19;Zelfstandig;473,74;331,62;;;;;;;;;;;;Huurder
12858;"De Wever";51;;;5751KT;DEURNE;"De Wever 51, 5751KT DEURNE";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"Niet van toepassing";21-01-19;Zelfstandig;674;539,2;;;;;;;;;;;;Huurder
15646;"De Vergulde Wagen";28;;;3824CL;AMERSFOORT;"De Vergulde Wagen 28, 3824CL AMERSFOORT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";21-01-19;Zelfstandig;502,8;201,12;;;;;;;;;;;;Huurder
21567;Stadhouderskade;75;;2;1072AE;AMSTERDAM;"Stadhouderskade 75 2, 1072AE AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-01-19;Zelfstandig;221,46;221,46;;;;;;;;;;;;Huurder
21912;Amestelle;79;;;1161AV;ZWANENBURG;"Amestelle 79, 1161AV ZWANENBURG";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";21-01-19;Zelfstandig;690,95;690,95;;;;;;;;;;;;Huurder
23243;Bolksbeekstraat;63;;BIS;3521CP;UTRECHT;"Bolksbeekstraat 63 BIS, 3521CP UTRECHT";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";21-01-19;Onzelfstandig;;;;;1022,24;217,67;;;;;;;;Huurder
23258;"Oude Kerkstraat";34;;;3572TH;UTRECHT;"Oude Kerkstraat 34, 3572TH UTRECHT";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-01-19;Onzelfstandig;;;;;1648,92;287,08;;;;;;;;Huurder
32923;"Hogelanden W.Z.";61;;;3552AC;UTRECHT;"Hogelanden W.Z. 61, 3552AC UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";21-01-19;Onzelfstandig;254,48;253,87;;;;;;;;;;;;Huurder
32925;"Hogelanden W.Z.";61;;;3552AC;UTRECHT;"Hogelanden W.Z. 61, 3552AC UTRECHT";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-01-19;Onzelfstandig;;;;;655,86;35;;;;;;;;Huurder
33119;"Hogelanden W.Z.";61;;;3552AC;UTRECHT;"Hogelanden W.Z. 61, 3552AC UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";21-01-19;Onzelfstandig;250;218,52;;;;;;;;;;;;Huurder
33123;"Hogelanden W.Z.";61;;;3552AC;UTRECHT;"Hogelanden W.Z. 61, 3552AC UTRECHT";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-01-19;Onzelfstandig;;;;;655,86;37,5;;;;;;;;Huurder
33129;"Hogelanden W.Z.";61;;;3552AC;UTRECHT;"Hogelanden W.Z. 61, 3552AC UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";21-01-19;Onzelfstandig;266,32;228,91;;;;;;;;;;;;Huurder
33133;"Hogelanden W.Z.";61;;;3552AC;UTRECHT;"Hogelanden W.Z. 61, 3552AC UTRECHT";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-01-19;Onzelfstandig;;;;;657;33,6;;;;;;;;Huurder
33136;"Hogelanden W.Z.";61;;;3552AC;UTRECHT;"Hogelanden W.Z. 61, 3552AC UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker wordt in het gelijk gesteld";21-01-19;Onzelfstandig;258,9;237,2;;;;;;;;;;;;Huurder
33138;"Hogelanden W.Z.";61;;;3552AC;UTRECHT;"Hogelanden W.Z. 61, 3552AC UTRECHT";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-01-19;Onzelfstandig;;;;;1531,32;66;;;;;;;;Huurder
33143;"Hogelanden W.Z.";61;;;3552AC;UTRECHT;"Hogelanden W.Z. 61, 3552AC UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";21-01-19;Onzelfstandig;254,58;241,38;;;;;;;;;;;;Huurder
33144;"Hogelanden W.Z.";61;;;3552AC;UTRECHT;"Hogelanden W.Z. 61, 3552AC UTRECHT";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";21-01-19;Onzelfstandig;;;;;655,86;32,5;;;;;;;;Huurder
17500;"Van 's-Gravesandestraat";15;;bis;3514VR;UTRECHT;"Van 's-Gravesandestraat 15 bis, 3514VR UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";18-01-19;Onzelfstandig;340;26,28;;;;;;;;;;;;Huurder
17513;"Van 's-Gravesandestraat";15;;bis;3514VR;UTRECHT;"Van 's-Gravesandestraat 15 bis, 3514VR UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs niet redelijk";"De verzoeker en wederpartij worden beide in het gelijk/ongelijk gesteld";18-01-19;Onzelfstandig;330;176,5;;;;;;;;;;;;Huurder
517;Groningerstraat;11;;E;9401BG;ASSEN;"Groningerstraat 11 E, 9401BG ASSEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";06-08-19;Zelfstandig;;;;;576,35;440,98;;;;;;;;Huurder
6411;"Oranje Nassaulaan";31;;2;1075AJ;AMSTERDAM;"Oranje Nassaulaan 31 2, 1075AJ AMSTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";17-01-19;Zelfstandig;432,29;432,29;;;;;;;;;;;;Huurder
13266;Gemsstraat;12;;;3523SW;UTRECHT;"Gemsstraat 12, 3523SW UTRECHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";17-01-19;Zelfstandig;710,68;710,68;;;;;;;;;;;;Huurder
15376;Crosestein;2038;;;3704NH;ZEIST;"Crosestein 2038, 3704NH ZEIST";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";17-01-19;Zelfstandig;444,71;444,71;;;;;;;;;;;;Huurder
17522;"Van 's-Gravesandestraat";15;;bis;3514VR;UTRECHT;"Van 's-Gravesandestraat 15 bis, 3514VR UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";17-01-19;Onzelfstandig;340;242,16;;;;;;;;;;;;Huurder
17568;"Van 's-Gravesandestraat";15;;bis;3514VR;UTRECHT;"Van 's-Gravesandestraat 15 bis, 3514VR UTRECHT";;"Huurverlaging op grond van punten (art. 7:254 BW)";"Huurprijs is redelijk";"De verzoeker wordt in het gelijk gesteld";17-01-19;Onzelfstandig;340;205,24;;;;;;;;;;;;Huurder
18544;Fivelstraat;12;;;9715BG;GRONINGEN;"Fivelstraat 12, 9715BG GRONINGEN";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";17-01-19;Zelfstandig;685;685;;;;;;;;;;;;Huurder
19784;Groningerstraat;11;;E;9401BG;ASSEN;"Groningerstraat 11 E, 9401BG ASSEN";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";06-08-19;Zelfstandig;;;;;604,74;447,51;;;;;;;;Huurder
20369;Europalaan;81;;;5622NB;EINDHOVEN;"Europalaan 81, 5622NB EINDHOVEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";17-01-19;Zelfstandig;510;510;;;;;;;;;;;;Huurder
20570;Avrancheslaan;18;;;5627NT;EINDHOVEN;"Avrancheslaan 18, 5627NT EINDHOVEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";17-01-19;Zelfstandig;615,77;615,77;;;;;;;;;;;;Huurder
21317;Abrikozenstraat;78;;;5632SR;EINDHOVEN;"Abrikozenstraat 78, 5632SR EINDHOVEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";17-01-19;Zelfstandig;528,75;528,75;;;;;;;;;;;;Huurder
23077;Europalaan;77;;;5622NB;EINDHOVEN;"Europalaan 77, 5622NB EINDHOVEN";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";17-01-19;Zelfstandig;520;520;;;;;;;;;;;;Huurder
23327;Mergelweg;309;;;6212XG;MAASTRICHT;"Mergelweg 309, 6212XG MAASTRICHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Wel ernstige gebreken";"De verzoeker wordt in het gelijk gesteld";17-01-19;Zelfstandig;467,77;280,66;;;;;;;;;;;;Huurder
23978;"De Bijenkoningin";10;;;5231WP;"DEN BOSCH";"De Bijenkoningin 10, 5231WP DEN BOSCH";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Geen ernstige gebreken";"De wederpartij wordt in het gelijk gesteld";17-01-19;Zelfstandig;699,48;699,48;;;;;;;;;;;;Huurder
7355;Bonnefantenstraat;1;;;6211KL;MAASTRICHT;"Bonnefantenstraat 1, 6211KL MAASTRICHT";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"De afrekening van verhuurder ontbreekt";"De verzoeker wordt in het gelijk gesteld";16-01-19;Onzelfstandig;;;;;655;219,25;;;;;;;;Huurder
7782;Jufferstraat;194;;;3011XM;ROTTERDAM;"Jufferstraat 194, 3011XM ROTTERDAM";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";16-01-19;Zelfstandig;635,96;381,58;;;;;;;;;;;;Huurder
14879;Fatimaplein;37;;;6214TT;MAASTRICHT;"Fatimaplein 37, 6214TT MAASTRICHT";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten conform afrekening";"De wederpartij wordt in het gelijk gesteld";16-01-19;Zelfstandig;;;;;380,63;380,63;;;;;;;;Huurder
17376;"Pieter Nieuwlandstraat";95;;;3514HG;UTRECHT;"Pieter Nieuwlandstraat 95, 3514HG UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";16-01-19;Onzelfstandig;205,96;205,96;;;;;;;;;;;;Huurder
17384;"Pieter Nieuwlandstraat";95;;;3514HG;UTRECHT;"Pieter Nieuwlandstraat 95, 3514HG UTRECHT";;"Toetsing aanvangshuurprijs (art. 7:249 BW)";"Niet ontvankelijk";"De wederpartij wordt in het gelijk gesteld";16-01-19;Onzelfstandig;268,3;268,3;;;;;;;;;;;;Huurder
18605;Beukenboomsweg;58;;;6143AD;GUTTECOVEN;"Beukenboomsweg 58, 6143AD GUTTECOVEN";;"Melding herstel van gebreken (art. 4.3 UHW)";"Gebreken deels verholpen of niet verholpen";"De wederpartij wordt in het gelijk gesteld";16-01-19;"Woonwagen of woonwagenstandplaats";204,8;204,8;;;;;;;;;;;;Verhuurder
3229;Wilhelminastraat;10;;Y;5141HK;WAALWIJK;"Wilhelminastraat 10 Y, 5141HK WAALWIJK";;"Afrekening servicekosten (art. 7:260 BW) (huurder)";"Servicekosten lager dan afrekening";"De verzoeker wordt in het gelijk gesteld";15-01-19;Zelfstandig;;;;;2039,29;1345,81;;;;;;;;Huurder
13428;"Sint Antoniuslaan";7;;A;6221XH;MAASTRICHT;"Sint Antoniuslaan 7 A, 6221XH MAASTRICHT";;"Huurverlaging op grond van onderhoudsgebreken (art. 7:257 BW)";"Gebreken geheel verholpen";"De verzoeker wordt in het gelijk gesteld";15-01-19;Zelfstandig;574,27;229,71;;;;;;;;;;;;Huurder
